"","HLTH_SERVICE_DLVR_AREA_NAME","month","year","date","average_mo"
"899","Thompson Cariboo Shuswap",12,2021,2021-12-01,0.313198371791441
"900","Thompson Cariboo Shuswap",12,2022,2022-12-01,0.402122267010941
"901","Vancouver",1,2021,2021-01-01,10.3145939393939
"902","Vancouver",1,2022,2022-01-01,13.18235
"903","Vancouver",1,2023,2023-01-01,11.0786727272727
"904","Vancouver",2,2021,2021-02-01,7.75464137931035
"905","Vancouver",2,2022,2022-02-01,11.5340709677419
"906","Vancouver",2,2023,2023-02-01,7.82236129032258
"907","Vancouver",3,2018,2018-03-01,6.195
"908","Vancouver",3,2020,2020-03-01,3.96368571428571
"909","Vancouver",3,2021,2021-03-01,8.51989696969697
"910","Vancouver",3,2022,2022-03-01,10.1537272727273
"911","Vancouver",3,2023,2023-03-01,8.3077125
"912","Vancouver",4,2018,2018-04-01,6.39718435882568
"913","Vancouver",4,2019,2019-04-01,5.6075875
"914","Vancouver",4,2020,2020-04-01,8.17215
"915","Vancouver",4,2021,2021-04-01,8.01150967741935
"916","Vancouver",4,2022,2022-04-01,6.34219512195122
"917","Vancouver",4,2023,2023-04-01,7.96139333333333
"918","Vancouver",5,2018,2018-05-01,9.74269268292683
"919","Vancouver",5,2019,2019-05-01,7.9176972972973
"920","Vancouver",5,2020,2020-05-01,6.66318333333333
"921","Vancouver",5,2021,2021-05-01,7.09792352941176
"922","Vancouver",5,2022,2022-05-01,7.63547058823529
"923","Vancouver",5,2023,2023-05-01,10.0234193548387
"924","Vancouver",6,2018,2018-06-01,5.99204571428571
"925","Vancouver",6,2019,2019-06-01,5.58438888888889
"926","Vancouver",6,2020,2020-06-01,6.8830652173913
"927","Vancouver",6,2021,2021-06-01,7.20822657982611
"928","Vancouver",6,2022,2022-06-01,6.23104444444444
"929","Vancouver",6,2023,2023-06-01,8.41394117647059
"930","Vancouver",7,2018,2018-07-01,10.138887804878
"931","Vancouver",7,2019,2019-07-01,5.31668292682927
"932","Vancouver",7,2020,2020-07-01,6.28606511627907
"933","Vancouver",7,2021,2021-07-01,8.27740740740741
"934","Vancouver",7,2022,2022-07-01,11.98846875
"935","Vancouver",7,2023,2023-07-01,8.04629411764706
"936","Vancouver",8,2018,2018-08-01,36.6619090909091
"937","Vancouver",8,2019,2019-08-01,6.72368648648649
"938","Vancouver",8,2020,2020-08-01,6.94666666666667
"939","Vancouver",8,2021,2021-08-01,11.4087058823529
"940","Vancouver",8,2022,2022-08-01,11.7005
"941","Vancouver",8,2023,2023-08-01,15.5185806451613
"942","Vancouver",9,2018,2018-09-01,7.96342352941177
"943","Vancouver",9,2019,2019-09-01,7.24352352941176
"944","Vancouver",9,2020,2020-09-01,34.5877021276596
"945","Vancouver",9,2021,2021-09-01,7.49851851851852
"946","Vancouver",9,2022,2022-09-01,12.8322176470588
"947","Vancouver",9,2023,2023-09-01,8.87685714285714
"948","Vancouver",10,2018,2018-10-01,14.2951957446809
"949","Vancouver",10,2019,2019-10-01,7.41070243902439
"950","Vancouver",10,2020,2020-10-01,10.119075
"951","Vancouver",10,2021,2021-10-01,6.14980714285714
"952","Vancouver",10,2022,2022-10-01,19.2698277777778
"953","Vancouver",11,2018,2018-11-01,6.55851428571429
"954","Vancouver",11,2019,2019-11-01,13.2731794871795
"955","Vancouver",11,2020,2020-11-01,8.87493714285714
"956","Vancouver",11,2021,2021-11-01,8.16670967741936
"957","Vancouver",11,2022,2022-11-01,11.8744717948718
"958","Vancouver",12,2020,2020-12-01,9.51432972972973
"959","Vancouver",12,2021,2021-12-01,10.498927027027
"960","Vancouver",12,2022,2022-12-01,9.02141951219512
