Year,REGION,HA_NAME,HSDA_NAME,agegrp,SEX,DISEASE,INC_CRUDE_RATE,INC_CRUDE_RATE_LOWER,INC_CRUDE_RATE_UPPER,PRE_CRUDE_RATE,PRE_CRUDE_RATE_LOWER,PRE_CRUDE_RATE_UPPER,age_min,age_max
2011,HA-3,Vancouver Coastal,,20-34,F,"Asthma, Episodic 1+",,,,3.0,3.0,3.1,20.0,34.0
2011,HA-3,Vancouver Coastal,,20-34,M,"Asthma, Episodic 1+",,,,2.3,2.2,2.4,20.0,34.0
2011,HA-3,Vancouver Coastal,,20-34,M,Asthma 1+,333.2,300.0,369.1,9.8,9.6,10.0,20.0,34.0
2011,HA-3,Vancouver Coastal,,20-34,T,Asthma 1+,416.2,389.9,443.7,9.7,9.6,9.8,20.0,34.0
2011,HA-3,Vancouver Coastal,,20-34,T,"Asthma, Episodic 1+",,,,2.7,2.6,2.7,20.0,34.0
2011,HA-3,Vancouver Coastal,,35-49,F,Asthma 1+,494.1,456.1,534.6,9.4,9.2,9.5,35.0,49.0
2011,HA-3,Vancouver Coastal,,35-49,F,"Asthma, Episodic 1+",,,,4.2,4.1,4.4,35.0,49.0
2011,HA-3,Vancouver Coastal,,35-49,M,Asthma 1+,351.4,319.1,386.0,6.9,6.7,7.0,35.0,49.0
2011,HA-3,Vancouver Coastal,,35-49,M,"Asthma, Episodic 1+",,,,3.2,3.1,3.3,35.0,49.0
2011,HA-3,Vancouver Coastal,,35-49,T,"Asthma, Episodic 1+",,,,3.7,3.7,3.8,35.0,49.0
2011,HA-3,Vancouver Coastal,,35-49,T,Asthma 1+,423.4,398.3,449.8,8.1,8.0,8.2,35.0,49.0
2011,HA-3,Vancouver Coastal,,50-64,F,Asthma 1+,495.6,454.7,539.1,10.8,10.6,11.0,50.0,64.0
2011,HA-3,Vancouver Coastal,,50-64,F,"Asthma, Episodic 1+",,,,5.2,5.1,5.4,50.0,64.0
2011,HA-3,Vancouver Coastal,,50-64,M,Asthma 1+,399.4,363.0,438.4,7.4,7.3,7.6,50.0,64.0
2011,HA-3,Vancouver Coastal,,50-64,M,"Asthma, Episodic 1+",,,,3.8,3.6,3.9,50.0,64.0
2011,HA-3,Vancouver Coastal,,50-64,T,Asthma 1+,447.1,419.6,476.0,9.1,9.0,9.2,50.0,64.0
2011,HA-3,Vancouver Coastal,,50-64,T,"Asthma, Episodic 1+",,,,4.5,4.4,4.6,50.0,64.0
2011,HA-3,Vancouver Coastal,,65-79,F,"Asthma, Episodic 1+",,,,7.2,7.0,7.5,65.0,79.0
2011,HA-3,Vancouver Coastal,,65-79,F,Asthma 1+,713.3,642.9,789.4,13.0,12.7,13.2,65.0,79.0
2011,HA-3,Vancouver Coastal,,65-79,M,Asthma 1+,570.0,505.7,640.3,9.8,9.5,10.0,65.0,79.0
2011,HA-3,Vancouver Coastal,,65-79,M,"Asthma, Episodic 1+",,,,5.6,5.4,5.8,65.0,79.0
2011,HA-3,Vancouver Coastal,,65-79,T,Asthma 1+,643.5,595.2,694.6,11.4,11.2,11.6,65.0,79.0
2011,HA-3,Vancouver Coastal,,65-79,T,"Asthma, Episodic 1+",,,,6.5,6.3,6.6,65.0,79.0
2011,HA-3,Vancouver Coastal,,80+,F,Asthma 1+,740.9,639.8,853.5,14.5,14.1,15.0,80.0,
2011,HA-3,Vancouver Coastal,,80+,F,"Asthma, Episodic 1+",,,,8.0,7.7,8.4,80.0,
2011,HA-3,Vancouver Coastal,,80+,M,"Asthma, Episodic 1+",,,,8.2,7.8,8.6,80.0,
2011,HA-3,Vancouver Coastal,,80+,M,Asthma 1+,620.0,505.5,752.6,13.8,13.3,14.3,80.0,
2011,HA-3,Vancouver Coastal,,80+,T,Asthma 1+,693.8,616.7,777.8,14.2,13.9,14.6,80.0,
2011,HA-3,Vancouver Coastal,,80+,T,"Asthma, Episodic 1+",,,,8.1,7.8,8.3,80.0,
2011,HA-3,Vancouver Coastal,,Total,F,"Asthma, Episodic 1+",,,,4.6,4.5,4.6,,
2011,HA-3,Vancouver Coastal,,Total,F,Asthma 1+,590.3,569.5,611.6,10.5,10.4,10.6,,
2011,HA-3,Vancouver Coastal,,Total,M,Asthma 1+,532.9,512.9,553.5,9.8,9.7,9.9,,
2011,HA-3,Vancouver Coastal,,Total,M,"Asthma, Episodic 1+",,,,3.9,3.9,4.0,,
2011,HA-3,Vancouver Coastal,,Total,T,"Asthma, Episodic 1+",,,,4.2,4.2,4.3,,
2011,HA-3,Vancouver Coastal,,Total,T,Asthma 1+,562.0,547.6,576.8,10.2,10.1,10.2,,
2011,HA-4,Vancouver Island,,1-19,F,"Asthma, Episodic 1+",,,,4.4,4.3,4.6,1.0,19.0
2011,HA-4,Vancouver Island,,1-19,F,Asthma 1+,991.5,912.6,1075.4,12.1,11.8,12.3,1.0,19.0
2011,HA-4,Vancouver Island,,1-19,M,"Asthma, Episodic 1+",,,,5.7,5.5,5.9,1.0,19.0
2011,HA-4,Vancouver Island,,1-19,M,Asthma 1+,1291.2,1200.5,1386.8,16.7,16.4,17.0,1.0,19.0
2011,HA-4,Vancouver Island,,1-19,T,"Asthma, Episodic 1+",,,,5.1,4.9,5.2,1.0,19.0
2011,HA-4,Vancouver Island,,1-19,T,Asthma 1+,1140.7,1080.3,1203.6,14.4,14.2,14.6,1.0,19.0
2011,HA-4,Vancouver Island,,20-34,F,"Asthma, Episodic 1+",,,,4.8,4.7,5.0,20.0,34.0
2011,HA-4,Vancouver Island,,20-34,F,Asthma 1+,526.6,467.8,590.9,15.6,15.3,15.9,20.0,34.0
2011,HA-4,Vancouver Island,,20-34,M,"Asthma, Episodic 1+",,,,3.3,3.1,3.4,20.0,34.0
2011,HA-4,Vancouver Island,,20-34,M,Asthma 1+,326.6,280.5,378.1,14.3,14.0,14.6,20.0,34.0
2011,HA-4,Vancouver Island,,20-34,T,"Asthma, Episodic 1+",,,,4.1,4.0,4.2,20.0,34.0
2011,HA-4,Vancouver Island,,20-34,T,Asthma 1+,426.9,389.1,467.3,14.9,14.7,15.1,20.0,34.0
2011,HA-4,Vancouver Island,,35-49,F,"Asthma, Episodic 1+",,,,6.4,6.2,6.6,35.0,49.0
2011,HA-4,Vancouver Island,,35-49,F,Asthma 1+,597.5,539.1,660.6,12.9,12.6,13.2,35.0,49.0
2011,HA-4,Vancouver Island,,35-49,M,"Asthma, Episodic 1+",,,,3.9,3.8,4.1,35.0,49.0
2011,HA-4,Vancouver Island,,35-49,M,Asthma 1+,333.9,290.5,382.0,7.8,7.6,8.0,35.0,49.0
2011,HA-4,Vancouver Island,,35-49,T,"Asthma, Episodic 1+",,,,5.2,5.1,5.3,35.0,49.0
2011,HA-4,Vancouver Island,,35-49,T,Asthma 1+,466.2,429.4,505.2,10.4,10.3,10.6,35.0,49.0
2011,HA-4,Vancouver Island,,50-64,F,"Asthma, Episodic 1+",,,,6.6,6.4,6.8,50.0,64.0
2011,HA-4,Vancouver Island,,50-64,F,Asthma 1+,556.2,506.6,609.5,12.0,11.8,12.3,50.0,64.0
2011,HA-4,Vancouver Island,,50-64,M,"Asthma, Episodic 1+",,,,4.0,3.9,4.2,50.0,64.0
2011,HA-4,Vancouver Island,,50-64,M,Asthma 1+,340.1,301.0,382.8,7.2,7.0,7.4,50.0,64.0
2011,HA-4,Vancouver Island,,50-64,T,"Asthma, Episodic 1+",,,,5.4,5.3,5.5,50.0,64.0
2011,HA-4,Vancouver Island,,50-64,T,Asthma 1+,449.5,417.6,483.3,9.7,9.6,9.9,50.0,64.0
2011,HA-4,Vancouver Island,,65-79,F,"Asthma, Episodic 1+",,,,8.3,8.0,8.5,65.0,79.0
2011,HA-4,Vancouver Island,,65-79,F,Asthma 1+,548.3,482.5,620.7,13.3,13.0,13.6,65.0,79.0
2011,HA-4,Vancouver Island,,65-79,M,"Asthma, Episodic 1+",,,,5.9,5.7,6.1,65.0,79.0
2011,HA-4,Vancouver Island,,65-79,M,Asthma 1+,501.1,438.4,570.2,9.1,8.9,9.4,65.0,79.0
2011,HA-4,Vancouver Island,,65-79,T,"Asthma, Episodic 1+",,,,7.1,6.9,7.3,65.0,79.0
2011,HA-4,Vancouver Island,,65-79,T,Asthma 1+,524.6,478.7,573.7,11.3,11.1,11.5,65.0,79.0
2011,HA-4,Vancouver Island,,80+,F,"Asthma, Episodic 1+",,,,8.2,7.9,8.6,80.0,
2011,HA-4,Vancouver Island,,80+,F,Asthma 1+,541.7,448.8,648.3,13.6,13.2,14.1,80.0,
2011,HA-4,Vancouver Island,,80+,M,"Asthma, Episodic 1+",,,,8.2,7.7,8.6,80.0,
2011,HA-4,Vancouver Island,,80+,M,Asthma 1+,540.9,428.2,674.1,12.4,11.9,13.0,80.0,
2011,HA-4,Vancouver Island,,80+,T,"Asthma, Episodic 1+",,,,8.2,7.9,8.5,80.0,
2011,HA-4,Vancouver Island,,80+,T,Asthma 1+,541.1,468.4,621.9,13.1,12.8,13.5,80.0,
2011,HA-4,Vancouver Island,,Total,F,"Asthma, Episodic 1+",,,,6.2,6.1,6.3,,
2011,HA-4,Vancouver Island,,Total,F,Asthma 1+,635.1,608.2,663.0,13.1,13.0,13.2,,
2011,HA-4,Vancouver Island,,Total,M,"Asthma, Episodic 1+",,,,4.7,4.6,4.7,,
2011,HA-4,Vancouver Island,,Total,M,Asthma 1+,543.4,518.1,569.7,11.0,10.8,11.1,,
2011,HA-4,Vancouver Island,,Total,T,"Asthma, Episodic 1+",,,,5.5,5.4,5.5,,
2011,HA-4,Vancouver Island,,Total,T,Asthma 1+,590.0,571.4,609.0,12.1,12.0,12.1,,
2011,HA-5,Northern,,1-19,F,Asthma 1+,943.8,839.0,1058.1,11.3,11.0,11.7,1.0,19.0
2011,HA-5,Northern,,1-19,F,"Asthma, Episodic 1+",,,,4.2,4.0,4.4,1.0,19.0
2011,HA-5,Northern,,1-19,M,"Asthma, Episodic 1+",,,,5.6,5.4,5.9,1.0,19.0
2011,HA-5,Northern,,1-19,M,Asthma 1+,1128.7,1014.0,1252.8,16.1,15.7,16.5,1.0,19.0
2011,HA-5,Northern,,1-19,T,"Asthma, Episodic 1+",,,,4.9,4.8,5.1,1.0,19.0
2011,HA-5,Northern,,1-19,T,Asthma 1+,1036.4,958.1,1119.5,13.8,13.5,14.0,1.0,19.0
2011,HA-5,Northern,,20-34,F,"Asthma, Episodic 1+",,,,5.0,4.8,5.3,20.0,34.0
2011,HA-5,Northern,,20-34,F,Asthma 1+,556.2,467.6,656.7,14.2,13.8,14.7,20.0,34.0
2011,HA-5,Northern,,20-34,M,Asthma 1+,271.5,212.8,341.3,12.3,11.9,12.7,20.0,34.0
2011,HA-5,Northern,,20-34,M,"Asthma, Episodic 1+",,,,3.1,2.9,3.3,20.0,34.0
2011,HA-5,Northern,,20-34,T,"Asthma, Episodic 1+",,,,4.0,3.9,4.2,20.0,34.0
2011,HA-5,Northern,,20-34,T,Asthma 1+,408.6,355.4,467.5,13.3,13.0,13.6,20.0,34.0
2011,HA-5,Northern,,35-49,F,"Asthma, Episodic 1+",,,,6.2,5.9,6.5,35.0,49.0
2011,HA-5,Northern,,35-49,F,Asthma 1+,533.3,450.1,627.6,12.6,12.2,13.0,35.0,49.0
2011,HA-5,Northern,,35-49,M,"Asthma, Episodic 1+",,,,3.5,3.3,3.7,35.0,49.0
2011,HA-5,Northern,,35-49,M,Asthma 1+,343.6,279.9,417.6,7.1,6.8,7.4,35.0,49.0
2011,HA-5,Northern,,35-49,T,Asthma 1+,434.8,382.1,492.6,9.8,9.5,10.0,35.0,49.0
2011,HA-5,Northern,,35-49,T,"Asthma, Episodic 1+",,,,4.8,4.7,5.0,35.0,49.0
2011,HA-5,Northern,,50-64,F,"Asthma, Episodic 1+",,,,7.0,6.7,7.3,50.0,64.0
2011,HA-5,Northern,,50-64,F,Asthma 1+,604.1,513.8,705.6,12.4,12.0,12.8,50.0,64.0
2011,HA-5,Northern,,50-64,M,"Asthma, Episodic 1+",,,,4.1,3.9,4.3,50.0,64.0
2011,HA-5,Northern,,50-64,M,Asthma 1+,439.6,368.0,520.9,7.1,6.8,7.3,50.0,64.0
2011,HA-5,Northern,,50-64,T,"Asthma, Episodic 1+",,,,5.5,5.3,5.6,50.0,64.0
2011,HA-5,Northern,,50-64,T,Asthma 1+,516.0,458.5,578.8,9.6,9.3,9.8,50.0,64.0
2011,HA-5,Northern,,65-79,F,Asthma 1+,527.0,399.1,682.8,14.2,13.5,14.8,65.0,79.0
2011,HA-5,Northern,,65-79,F,"Asthma, Episodic 1+",,,,8.9,8.4,9.5,65.0,79.0
2011,HA-5,Northern,,65-79,M,"Asthma, Episodic 1+",,,,6.1,5.7,6.6,65.0,79.0
2011,HA-5,Northern,,65-79,M,Asthma 1+,415.5,309.4,546.4,9.6,9.0,10.1,65.0,79.0
2011,HA-5,Northern,,65-79,T,"Asthma, Episodic 1+",,,,7.5,7.2,7.8,65.0,79.0
2011,HA-5,Northern,,65-79,T,Asthma 1+,467.6,383.6,564.6,11.8,11.4,12.2,65.0,79.0
2011,HA-5,Northern,,80+,F,"Asthma, Episodic 1+",,,,9.0,8.1,10.0,80.0,
2011,HA-5,Northern,,80+,F,Asthma 1+,660.5,418.7,991.1,14.1,13.0,15.3,80.0,
2011,HA-5,Northern,,80+,M,"Asthma, Episodic 1+",,,,9.4,8.3,10.5,80.0,
2011,HA-5,Northern,,80+,M,Asthma 1+,697.1,413.2,1101.8,13.5,12.2,14.9,80.0,
2011,HA-5,Northern,,80+,T,"Asthma, Episodic 1+",,,,9.2,8.5,9.9,80.0,
2011,HA-5,Northern,,80+,T,Asthma 1+,674.7,484.2,915.3,13.8,13.0,14.7,80.0,
2011,HA-5,Northern,,Total,F,"Asthma, Episodic 1+",,,,6.0,5.8,6.1,,
2011,HA-5,Northern,,Total,F,Asthma 1+,659.1,614.7,705.9,12.7,12.6,12.9,,
2011,HA-5,Northern,,Total,M,"Asthma, Episodic 1+",,,,4.4,4.3,4.5,,
2011,HA-5,Northern,,Total,M,Asthma 1+,549.5,510.3,590.9,10.7,10.6,10.9,,
2011,HA-5,Northern,,Total,T,"Asthma, Episodic 1+",,,,5.2,5.1,5.3,,
2011,HA-5,Northern,,Total,T,Asthma 1+,602.4,572.7,633.2,11.7,11.6,11.8,,
2011,HSDA-11,Interior,East Kootenay,1-19,F,"Asthma, Episodic 1+",,,,3.6,3.2,4.0,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,1-19,F,Asthma 1+,796.4,606.3,1027.3,8.2,7.6,8.9,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,1-19,M,Asthma 1+,1017.1,800.0,1274.9,12.5,11.8,13.3,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,1-19,M,"Asthma, Episodic 1+",,,,5.0,4.5,5.5,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,1-19,T,Asthma 1+,906.5,759.5,1073.6,10.4,9.9,10.9,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,1-19,T,"Asthma, Episodic 1+",,,,4.3,4.0,4.6,1.0,19.0
2011,HSDA-11,Interior,East Kootenay,20-34,F,Asthma 1+,608.9,428.7,839.2,10.7,10.0,11.5,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,20-34,F,"Asthma, Episodic 1+",,,,4.2,3.8,4.8,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,20-34,M,Asthma 1+,283.9,168.2,448.6,9.0,8.4,9.8,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,20-34,M,"Asthma, Episodic 1+",,,,2.9,2.5,3.3,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,20-34,T,Asthma 1+,442.9,333.7,576.5,9.9,9.4,10.4,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,20-34,T,"Asthma, Episodic 1+",,,,3.6,3.3,3.9,20.0,34.0
2011,HSDA-11,Interior,East Kootenay,35-49,F,"Asthma, Episodic 1+",,,,5.6,5.1,6.1,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,35-49,F,Asthma 1+,590.6,423.8,801.2,10.3,9.6,11.0,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,35-49,M,Asthma 1+,472.6,327.3,660.3,6.4,5.9,7.0,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,35-49,M,"Asthma, Episodic 1+",,,,4.0,3.6,4.5,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,35-49,T,Asthma 1+,530.5,417.3,665.0,8.4,7.9,8.8,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,35-49,T,"Asthma, Episodic 1+",,,,4.8,4.4,5.1,35.0,49.0
2011,HSDA-11,Interior,East Kootenay,50-64,F,"Asthma, Episodic 1+",,,,5.7,5.3,6.2,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,50-64,F,Asthma 1+,575.1,425.5,760.3,9.6,8.9,10.2,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,50-64,M,"Asthma, Episodic 1+",,,,3.3,2.9,3.7,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,50-64,M,Asthma 1+,475.5,344.1,640.4,5.7,5.2,6.2,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,50-64,T,"Asthma, Episodic 1+",,,,4.5,4.2,4.8,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,50-64,T,Asthma 1+,523.8,422.3,642.4,7.6,7.2,8.0,50.0,64.0
2011,HSDA-11,Interior,East Kootenay,65-79,F,Asthma 1+,567.3,367.1,837.4,11.2,10.3,12.1,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,65-79,F,"Asthma, Episodic 1+",,,,7.5,6.8,8.3,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,65-79,M,Asthma 1+,428.5,261.8,661.8,7.4,6.7,8.2,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,65-79,M,"Asthma, Episodic 1+",,,,5.2,4.6,5.8,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,65-79,T,"Asthma, Episodic 1+",,,,6.3,5.9,6.9,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,65-79,T,Asthma 1+,495.9,361.7,663.6,9.3,8.7,9.9,65.0,79.0
2011,HSDA-11,Interior,East Kootenay,80+,F,Asthma 1+,507.3,232.0,963.1,10.9,9.5,12.5,80.0,
2011,HSDA-11,Interior,East Kootenay,80+,F,"Asthma, Episodic 1+",,,,7.4,6.2,8.7,80.0,
2011,HSDA-11,Interior,East Kootenay,80+,M,"Asthma, Episodic 1+",,,,6.7,5.4,8.3,80.0,
2011,HSDA-11,Interior,East Kootenay,80+,M,Asthma 1+,562.7,226.2,1159.4,10.2,8.6,12.1,80.0,
2011,HSDA-11,Interior,East Kootenay,80+,T,Asthma 1+,530.0,302.9,860.6,10.6,9.6,11.8,80.0,
2011,HSDA-11,Interior,East Kootenay,80+,T,"Asthma, Episodic 1+",,,,7.1,6.2,8.1,80.0,
2011,HSDA-11,Interior,East Kootenay,Total,F,"Asthma, Episodic 1+",,,,5.3,5.1,5.5,,
2011,HSDA-11,Interior,East Kootenay,Total,F,Asthma 1+,626.3,546.2,714.7,9.9,9.6,10.2,,
2011,HSDA-11,Interior,East Kootenay,Total,M,"Asthma, Episodic 1+",,,,4.1,3.9,4.3,,
2011,HSDA-11,Interior,East Kootenay,Total,M,Asthma 1+,549.3,475.2,631.6,8.3,8.0,8.6,,
2011,HSDA-11,Interior,East Kootenay,Total,T,Asthma 1+,587.4,532.3,646.5,9.1,8.9,9.3,,
2011,HSDA-11,Interior,East Kootenay,Total,T,"Asthma, Episodic 1+",,,,4.7,4.5,4.9,,
2011,HSDA-12,Interior,Kootenay Boundary,1-19,F,"Asthma, Episodic 1+",,,,4.3,3.8,4.8,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,1-19,F,Asthma 1+,1143.4,897.8,1435.4,10.3,9.6,11.1,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,1-19,M,Asthma 1+,1042.0,812.3,1316.5,14.6,13.7,15.4,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,1-19,M,"Asthma, Episodic 1+",,,,5.1,4.6,5.7,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,1-19,T,Asthma 1+,1091.7,920.7,1285.3,12.5,12.0,13.1,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,1-19,T,"Asthma, Episodic 1+",,,,4.7,4.4,5.1,1.0,19.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,F,Asthma 1+,554.7,374.3,791.9,12.3,11.4,13.2,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,F,"Asthma, Episodic 1+",,,,3.7,3.2,4.2,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,M,Asthma 1+,271.2,151.8,447.3,11.2,10.4,12.1,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,M,"Asthma, Episodic 1+",,,,2.8,2.4,3.3,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,T,Asthma 1+,411.4,300.1,550.4,11.8,11.2,12.4,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,20-34,T,"Asthma, Episodic 1+",,,,3.3,2.9,3.6,20.0,34.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,F,Asthma 1+,894.3,687.2,1144.1,11.3,10.6,12.1,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,F,"Asthma, Episodic 1+",,,,6.3,5.8,6.9,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,M,"Asthma, Episodic 1+",,,,3.5,3.1,3.9,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,M,Asthma 1+,378.9,249.7,551.3,6.3,5.7,6.9,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,T,Asthma 1+,635.1,510.7,780.7,8.9,8.4,9.3,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,35-49,T,"Asthma, Episodic 1+",,,,4.9,4.6,5.3,35.0,49.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,F,Asthma 1+,763.6,596.4,963.2,10.2,9.6,10.8,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,F,"Asthma, Episodic 1+",,,,6.1,5.6,6.6,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,M,"Asthma, Episodic 1+",,,,3.6,3.3,4.0,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,M,Asthma 1+,418.8,300.6,568.2,5.9,5.4,6.4,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,T,Asthma 1+,586.8,483.2,706.1,8.0,7.6,8.4,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,50-64,T,"Asthma, Episodic 1+",,,,4.8,4.5,5.1,50.0,64.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,F,Asthma 1+,979.8,717.3,1306.9,13.4,12.5,14.5,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,F,"Asthma, Episodic 1+",,,,9.0,8.2,9.9,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,M,Asthma 1+,588.8,397.3,840.6,8.2,7.4,9.0,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,M,"Asthma, Episodic 1+",,,,5.5,4.9,6.2,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,T,Asthma 1+,776.3,611.6,971.7,10.8,10.2,11.4,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,65-79,T,"Asthma, Episodic 1+",,,,7.3,6.8,7.8,65.0,79.0
2011,HSDA-12,Interior,Kootenay Boundary,80+,F,"Asthma, Episodic 1+",,,,7.5,6.4,8.7,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,80+,F,Asthma 1+,541.9,270.5,969.6,13.4,12.0,15.0,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,80+,M,Asthma 1+,1147.8,656.1,1863.9,12.6,10.9,14.5,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,80+,M,"Asthma, Episodic 1+",,,,8.9,7.5,10.5,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,80+,T,Asthma 1+,788.6,519.7,1147.3,13.1,12.0,14.3,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,80+,T,"Asthma, Episodic 1+",,,,8.1,7.2,9.0,80.0,
2011,HSDA-12,Interior,Kootenay Boundary,Total,F,Asthma 1+,844.1,750.5,946.1,11.4,11.1,11.8,,
2011,HSDA-12,Interior,Kootenay Boundary,Total,F,"Asthma, Episodic 1+",,,,5.9,5.7,6.2,,
2011,HSDA-12,Interior,Kootenay Boundary,Total,M,"Asthma, Episodic 1+",,,,4.3,4.1,4.5,,
2011,HSDA-12,Interior,Kootenay Boundary,Total,M,Asthma 1+,558.2,483.3,641.4,9.1,8.8,9.4,,
2011,HSDA-12,Interior,Kootenay Boundary,Total,T,"Asthma, Episodic 1+",,,,5.1,4.9,5.2,,
2011,HSDA-12,Interior,Kootenay Boundary,Total,T,Asthma 1+,699.7,639.4,764.2,10.3,10.1,10.5,,
2011,HSDA-13,Interior,Okanagan,1-19,F,"Asthma, Episodic 1+",,,,4.5,4.3,4.7,1.0,19.0
2011,HSDA-13,Interior,Okanagan,1-19,F,Asthma 1+,1024.1,910.7,1147.6,11.6,11.2,11.9,1.0,19.0
2011,HSDA-13,Interior,Okanagan,1-19,M,"Asthma, Episodic 1+",,,,6.0,5.8,6.3,1.0,19.0
2011,HSDA-13,Interior,Okanagan,1-19,M,Asthma 1+,1229.5,1103.7,1365.7,15.9,15.5,16.3,1.0,19.0
2011,HSDA-13,Interior,Okanagan,1-19,T,"Asthma, Episodic 1+",,,,5.3,5.1,5.4,1.0,19.0
2011,HSDA-13,Interior,Okanagan,1-19,T,Asthma 1+,1125.7,1040.4,1216.1,13.8,13.5,14.0,1.0,19.0
2011,HSDA-13,Interior,Okanagan,20-34,F,"Asthma, Episodic 1+",,,,5.1,4.8,5.3,20.0,34.0
2011,HSDA-13,Interior,Okanagan,20-34,F,Asthma 1+,641.0,546.1,747.7,14.7,14.2,15.1,20.0,34.0
2011,HSDA-13,Interior,Okanagan,20-34,M,"Asthma, Episodic 1+",,,,3.3,3.1,3.5,20.0,34.0
2011,HSDA-13,Interior,Okanagan,20-34,M,Asthma 1+,463.9,385.6,553.5,12.6,12.2,13.0,20.0,34.0
2011,HSDA-13,Interior,Okanagan,20-34,T,"Asthma, Episodic 1+",,,,4.1,4.0,4.3,20.0,34.0
2011,HSDA-13,Interior,Okanagan,20-34,T,Asthma 1+,550.4,488.3,618.1,13.6,13.3,13.9,20.0,34.0
2011,HSDA-13,Interior,Okanagan,35-49,F,"Asthma, Episodic 1+",,,,6.5,6.3,6.8,35.0,49.0
2011,HSDA-13,Interior,Okanagan,35-49,F,Asthma 1+,700.1,607.3,803.0,12.9,12.5,13.3,35.0,49.0
2011,HSDA-13,Interior,Okanagan,35-49,M,"Asthma, Episodic 1+",,,,4.1,3.8,4.3,35.0,49.0
2011,HSDA-13,Interior,Okanagan,35-49,M,Asthma 1+,416.1,345.6,496.9,8.0,7.6,8.3,35.0,49.0
2011,HSDA-13,Interior,Okanagan,35-49,T,"Asthma, Episodic 1+",,,,5.3,5.1,5.5,35.0,49.0
2011,HSDA-13,Interior,Okanagan,35-49,T,Asthma 1+,557.7,498.8,621.6,10.5,10.2,10.7,35.0,49.0
2011,HSDA-13,Interior,Okanagan,50-64,F,"Asthma, Episodic 1+",,,,6.5,6.3,6.8,50.0,64.0
2011,HSDA-13,Interior,Okanagan,50-64,F,Asthma 1+,657.0,576.8,745.2,11.8,11.4,12.1,50.0,64.0
