"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","British Columbia","2016A000259","55 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172931","10.56.1.3","0.00388","","","","5"
"2021","British Columbia","2016A000259","55 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172931","10.56.1.3","0.00436","","","","5"
"2022","British Columbia","2016A000259","55 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172931","10.56.1.3","0.00410","","","","5"
"2012","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00395","","","","5"
"2013","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00387","","","","5"
"2014","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00383","","","","5"
"2015","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00372","","","","5"
"2016","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00394","","","","5"
"2017","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00403","","","","5"
"2018","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00393","","","","5"
"2019","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00377","","","","5"
"2020","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00417","","","","5"
"2021","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00468","","","","5"
"2022","British Columbia","2016A000259","56 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172958","10.57.1.3","0.00440","","","","5"
"2012","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00430","","","","5"
"2013","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00422","","","","5"
"2014","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00418","","","","5"
"2015","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00406","","","","5"
"2016","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00428","","","","5"
"2017","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00436","","","","5"
"2018","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00426","","","","5"
"2019","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00408","","","","5"
"2020","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00449","","","","5"
"2021","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00503","","","","5"
"2022","British Columbia","2016A000259","57 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300172985","10.58.1.3","0.00473","","","","5"
"2012","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00468","","","","5"
"2013","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00461","","","","5"
"2014","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00456","","","","5"
"2015","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00445","","","","5"
"2016","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00465","","","","5"
"2017","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00472","","","","5"
"2018","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00462","","","","5"
"2019","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00443","","","","5"
"2020","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00485","","","","5"
"2021","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00541","","","","5"
"2022","British Columbia","2016A000259","58 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173012","10.59.1.3","0.00509","","","","5"
"2012","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00510","","","","5"
"2013","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00504","","","","5"
"2014","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00498","","","","5"
"2015","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00487","","","","5"
"2016","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00506","","","","5"
"2017","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00512","","","","5"
"2018","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00502","","","","5"
"2019","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00481","","","","5"
"2020","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00523","","","","5"
"2021","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00583","","","","5"
"2022","British Columbia","2016A000259","59 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173039","10.60.1.3","0.00549","","","","5"
"2012","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00556","","","","5"
"2013","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00551","","","","5"
"2014","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00544","","","","5"
"2015","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00533","","","","5"
"2016","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00552","","","","5"
"2017","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00556","","","","5"
"2018","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00546","","","","5"
"2019","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00524","","","","5"
"2020","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00566","","","","5"
"2021","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00629","","","","5"
"2022","British Columbia","2016A000259","60 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173066","10.61.1.3","0.00593","","","","5"
"2012","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00608","","","","5"
"2013","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00603","","","","5"
"2014","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00596","","","","5"
"2015","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00585","","","","5"
"2016","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00602","","","","5"
"2017","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00605","","","","5"
"2018","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00595","","","","5"
"2019","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00570","","","","5"
"2020","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00613","","","","5"
"2021","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00679","","","","5"
"2022","British Columbia","2016A000259","61 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173093","10.62.1.3","0.00641","","","","5"
"2012","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00664","","","","5"
"2013","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00661","","","","5"
"2014","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00652","","","","5"
"2015","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00642","","","","5"
"2016","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00657","","","","5"
"2017","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00659","","","","5"
"2018","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00648","","","","5"
"2019","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00622","","","","5"
"2020","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00665","","","","5"
"2021","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00735","","","","5"
"2022","British Columbia","2016A000259","62 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173120","10.63.1.3","0.00695","","","","5"
"2012","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00727","","","","5"
"2013","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00725","","","","5"
"2014","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00715","","","","5"
"2015","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00705","","","","5"
"2016","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00718","","","","5"
"2017","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00718","","","","5"
"2018","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00708","","","","5"
"2019","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00679","","","","5"
"2020","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00722","","","","5"
"2021","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00796","","","","5"
"2022","British Columbia","2016A000259","63 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173147","10.64.1.3","0.00754","","","","5"
"2012","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00796","","","","5"
"2013","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00795","","","","5"
"2014","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00784","","","","5"
"2015","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00775","","","","5"
"2016","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00786","","","","5"
"2017","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00784","","","","5"
"2018","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00773","","","","5"
"2019","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00742","","","","5"
"2020","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00785","","","","5"
"2021","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00864","","","","5"
"2022","British Columbia","2016A000259","64 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173174","10.65.1.3","0.00819","","","","5"
"2012","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00872","","","","5"
"2013","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00873","","","","5"
"2014","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00861","","","","5"
"2015","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00853","","","","5"
"2016","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00861","","","","5"
"2017","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00857","","","","5"
"2018","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00846","","","","5"
"2019","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00812","","","","5"
"2020","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00856","","","","5"
"2021","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00939","","","","5"
"2022","British Columbia","2016A000259","65 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173201","10.66.1.3","0.00891","","","","5"
"2012","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00957","","","","5"
"2013","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00960","","","","5"
"2014","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00946","","","","5"
"2015","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00939","","","","5"
"2016","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00944","","","","5"
"2017","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00938","","","","5"
"2018","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00927","","","","5"
"2019","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00889","","","","5"
"2020","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00933","","","","5"
"2021","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.01021","","","","5"
"2022","British Columbia","2016A000259","66 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173228","10.67.1.3","0.00972","","","","5"
"2012","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01052","","","","5"
"2013","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01056","","","","5"
"2014","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01040","","","","5"
"2015","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01034","","","","5"
"2016","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01037","","","","5"
"2017","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01028","","","","5"
"2018","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01016","","","","5"
"2019","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.00976","","","","5"
"2020","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01020","","","","5"
"2021","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01113","","","","5"
"2022","British Columbia","2016A000259","67 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173255","10.68.1.3","0.01061","","","","5"
"2012","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01157","","","","5"
"2013","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01162","","","","5"
"2014","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01144","","","","5"
"2015","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01141","","","","5"
"2016","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01139","","","","5"
"2017","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01129","","","","5"
"2018","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01116","","","","5"
"2019","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01072","","","","5"
"2020","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01116","","","","5"
"2021","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01214","","","","5"
"2022","British Columbia","2016A000259","68 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173282","10.69.1.3","0.01160","","","","5"
"2012","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01273","","","","5"
"2013","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01280","","","","5"
"2014","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01260","","","","5"
"2015","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01259","","","","5"
"2016","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01254","","","","5"
"2017","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01240","","","","5"
"2018","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01227","","","","5"
"2019","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01179","","","","5"
"2020","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01222","","","","5"
"2021","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01326","","","","5"
"2022","British Columbia","2016A000259","69 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173309","10.70.1.3","0.01271","","","","5"
"2012","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01403","","","","5"
"2013","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01412","","","","5"
"2014","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01389","","","","5"
"2015","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01390","","","","5"
"2016","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01381","","","","5"
"2017","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01365","","","","5"
"2018","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01350","","","","5"
"2019","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01298","","","","5"
"2020","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01341","","","","5"
"2021","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01451","","","","5"
"2022","British Columbia","2016A000259","70 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173336","10.71.1.3","0.01394","","","","5"
"2012","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01547","","","","5"
"2013","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01558","","","","5"
"2014","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01533","","","","5"
"2015","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01537","","","","5"
"2016","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01522","","","","5"
"2017","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01504","","","","5"
"2018","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01487","","","","5"
"2019","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01431","","","","5"
"2020","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01474","","","","5"
"2021","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01590","","","","5"
"2022","British Columbia","2016A000259","71 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173363","10.72.1.3","0.01532","","","","5"
"2012","British Columbia","2016A000259","72 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300173390","10.73.1.3","0.01708","","","","5"
